站点,子站,分类,子分类,设备名称,单位,数量,单价,合价,品牌型号
石家庄,田庄渠首管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
石家庄,田庄渠首管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
石家庄,赵陵铺管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,STM-4 光接口,端口,0.0,14700.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,STM-64光接口,端口,0.0,78400.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,STM-64光接口板,块,0.0,78400.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,千兆以太网接口,端口,0.0,10700.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,色散补偿板,项,0.0,11700.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
衡水,全站设备汇总,通信系统,通信传输,"设备子架（含双路电源、
双路主控、双路交叉、
双路时钟及公务板卡）",套,0.0,98000.0,0.0,
衡水,全站设备汇总,通信系统,通信电源,开关电源,台,0.0,24100.0,0.0,
衡水,全站设备汇总,通信系统,通信电源,阀控蓄电池,组,0.0,21950.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,MDF配线柜,套,0.0,6550.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,综合媒体网关,套,0.0,235600.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,调度台,套,0.0,78000.0,0.0,
衡水,全站设备汇总,通信系统,通信交换,软交换,套,0.0,79500.0,0.0,
衡水,全站设备汇总,通信系统,光缆监测,MDF告警监测终端,台,0.0,9800.0,0.0,
衡水,和乐寺管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,和乐寺管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,和乐寺管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,和乐寺管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,安平管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,安平管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,安平管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,安平管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,深州管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
衡水,深州管理站,通信系统,通信传输,STM-64光接口板,块,0.0,78400.0,0.0,
衡水,深州管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
衡水,深州管理站,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
衡水,深州管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,深州管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,深州管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,武强管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
衡水,武强管理站,通信系统,通信传输,STM-64光接口板,块,0.0,78400.0,0.0,
衡水,武强管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
衡水,武强管理站,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
衡水,武强管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,武强管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,武强管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,阜景管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,阜景管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,阜景管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,阜景管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,阜城管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,阜城管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,阜城管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,阜城管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,傅家庄管理所,通信系统,通信传输,"设备子架（含双路电源、
双路主控、双路交叉、
双路时钟及公务板卡）",套,0.0,98000.0,0.0,
衡水,傅家庄管理所,通信系统,通信传输,STM-64光接口,端口,0.0,78400.0,0.0,
衡水,傅家庄管理所,通信系统,通信传输,STM-4 光接口,端口,0.0,14700.0,0.0,
衡水,傅家庄管理所,通信系统,通信传输,千兆以太网接口,端口,0.0,10700.0,0.0,
衡水,傅家庄管理所,通信系统,通信传输,色散补偿板,项,0.0,11700.0,0.0,
衡水,傅家庄管理所,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
衡水,傅家庄管理所,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
衡水,傅家庄管理所,通信系统,通信电源,开关电源,台,0.0,24100.0,0.0,
衡水,傅家庄管理所,通信系统,通信电源,阀控蓄电池,组,0.0,21950.0,0.0,
衡水,傅家庄管理所,通信系统,通信交换,MDF配线柜,套,0.0,6550.0,0.0,
衡水,傅家庄管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,傅家庄管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,傅家庄管理所,通信系统,通信交换,软交换,套,0.0,79500.0,0.0,
衡水,傅家庄管理所,通信系统,通信交换,调度台,套,0.0,78000.0,0.0,
衡水,傅家庄管理所,通信系统,通信交换,综合媒体网关,套,0.0,235600.0,0.0,
衡水,傅家庄管理所,通信系统,光缆监测,MDF告警监测终端,台,0.0,9800.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,工业新区管理站（高新区管理站）,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,武邑管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,武邑管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,武邑管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,武邑管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,故城管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,故城管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,故城管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,故城管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,冀州管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
衡水,冀州管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
衡水,冀州管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
衡水,冀州管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
衡水,冀州管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,冀州管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,冀州管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,冀州管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,枣强管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
衡水,枣强管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
衡水,枣强管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
衡水,枣强管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
衡水,枣强管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,枣强管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,枣强管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,枣强管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
衡水,滨湖新区管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
衡水,滨湖新区管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
衡水,滨湖新区管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
衡水,滨湖新区管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,全站设备汇总,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邢台,全站设备汇总,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,端口
邢台,全站设备汇总,通信系统,通信传输,STM-4 光接口,端口,0.0,14700.0,0.0,
邢台,全站设备汇总,通信系统,通信传输,STM-64光接口,端口,0.0,78400.0,0.0,
邢台,全站设备汇总,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,端口
邢台,全站设备汇总,通信系统,通信传输,千兆以太网接口,端口,0.0,10700.0,0.0,
邢台,全站设备汇总,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,套
邢台,全站设备汇总,通信系统,通信传输,色散补偿板,项,0.0,11700.0,0.0,
邢台,全站设备汇总,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,套
邢台,全站设备汇总,通信系统,通信传输,"设备子架（含双路电源、
双路主控、双路交叉、
双路时钟及公务板卡）",套,0.0,98000.0,0.0,
邢台,全站设备汇总,通信系统,通信电源,UPS蓄电池,块,0.0,250.0,0.0,佛山金武士1265
邢台,全站设备汇总,通信系统,通信电源,开关电源,台,0.0,24100.0,0.0,
邢台,全站设备汇总,通信系统,通信电源,阀控蓄电池,组,0.0,21950.0,0.0,
邢台,全站设备汇总,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,IAD-8端口
邢台,全站设备汇总,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,IAD-16端口
邢台,全站设备汇总,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,全站设备汇总,通信系统,通信交换,MDF配线柜,套,0.0,6550.0,0.0,
邢台,全站设备汇总,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,综合机柜专用32回线
邢台,全站设备汇总,通信系统,通信交换,综合媒体网关,套,0.0,235600.0,0.0,
邢台,全站设备汇总,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,全站设备汇总,通信系统,通信交换,调度台,套,0.0,78000.0,0.0,
邢台,全站设备汇总,通信系统,通信交换,软交换,套,0.0,79500.0,0.0,
邢台,全站设备汇总,通信系统,光缆监测,MDF告警监测终端,台,0.0,9800.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信传输,"设备子架（含双路电源、
双路主控、双路交叉、
双路时钟及公务板卡）",套,0.0,98000.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信传输,STM-64光接口,端口,0.0,78400.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信传输,STM-4 光接口,端口,0.0,14700.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信传输,千兆以太网接口,端口,0.0,10700.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信传输,色散补偿板,项,0.0,11700.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信电源,开关电源,台,0.0,24100.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信电源,阀控蓄电池,组,0.0,21950.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信交换,MDF配线柜,套,0.0,6550.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信交换,软交换,套,0.0,79500.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信交换,调度台,套,0.0,78000.0,0.0,
邢台,黑沙村隧洞进口管理站,通信系统,通信交换,综合媒体网关,套,0.0,235600.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,黑沙村隧洞出口管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,华龙分水口现地阀站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,华龙分水口现地阀站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,华龙分水口现地阀站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,华龙分水口现地阀站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,华龙工业区调流阀站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,华龙工业区调流阀站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,华龙工业区调流阀站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,华龙工业区调流阀站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,宁晋管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,宁晋管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,宁晋管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,宁晋管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,柏乡管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,柏乡管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,柏乡管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,柏乡管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,柏乡管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,柏乡管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,柏乡管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,柏乡管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,大曹庄管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,大曹庄管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,大曹庄管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,大曹庄管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,大曹庄管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,大曹庄管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,大曹庄管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,大曹庄管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,北盘石泵站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,北盘石泵站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,北盘石泵站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,北盘石泵站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,北盘石泵站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,北盘石泵站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,北盘石泵站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,北盘石泵站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,内丘管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,套
邢台,内丘管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,端口
邢台,内丘管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,端口
邢台,内丘管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,套
邢台,内丘管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,IAD-8端口
邢台,内丘管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,综合机柜专用32回线
邢台,内丘管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,内丘管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,南大郭管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,南大郭管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,南大郭管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,南大郭管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,南大郭管理站,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邢台,南大郭管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,南大郭管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,南大郭管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,邢清渠首管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,邢清渠首管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,邢清渠首管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,邢清渠首管理站,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邢台,邢清渠首管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,邢清渠首管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,邢清渠首管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,邢清渠首管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,威县调压塔管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,威县调压塔管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,威县调压塔管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,威县调压塔管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,威县调压塔管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,威县调压塔管理站,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邢台,威县调压塔管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,威县调压塔管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,威县调压塔管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,威县调压塔管理站,通信系统,光缆监测,MDF告警监测终端,台,0.0,9800.0,0.0,
邢台,南宫管理站,通信系统,通信电源,UPS蓄电池,块,0.0,250.0,0.0,1265
邢台,沙河管理所,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,沙河管理所,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,沙河管理所,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,沙河管理所,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邢台,沙河管理所,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邢台,沙河管理所,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,沙河管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,沙河管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,沙河管理所,通信系统,光缆监测,MDF告警监测终端,台,0.0,9800.0,0.0,
邢台,沙河市区管理站,通信系统,通信电源,UPS蓄电池,块,0.0,250.0,0.0,1265
邢台,任县管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,任县管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,任县管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,任县管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,南和管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,南和管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,南和管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,南和管理站,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邢台,南和管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,南和管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,南和管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,南和管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,平乡管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,平乡管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,平乡管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,平乡管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,平乡管理站,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邢台,平乡管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,平乡管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,平乡管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,平乡管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,巨鹿管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,巨鹿管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,巨鹿管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,巨鹿管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,广宗线管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邢台,广宗线管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邢台,广宗线管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邢台,广宗线管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邢台,广宗线管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邢台,广宗线管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邢台,广宗线管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,广宗线管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,新河管理站,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,IAD-16端口
邢台,新河管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,综合机柜专用32回线
邢台,新河管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邢台,新河管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邢台,金百家管理站,通信系统,通信电源,UPS蓄电池,块,0.0,250.0,0.0,佛山金武士1265
邢台,威县管理站,通信系统,通信电源,UPS蓄电池,块,0.0,250.0,0.0,1265
邢台,临西管理站,通信系统,通信电源,UPS蓄电池,块,0.0,250.0,0.0,1265
邯郸,全站设备汇总,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,全站设备汇总,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邯郸,全站设备汇总,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,全站设备汇总,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,全站设备汇总,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,全站设备汇总,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,全站设备汇总,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,全站设备汇总,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,全站设备汇总,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,全站设备汇总,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,全站设备汇总,通信系统,光缆监测,MDF告警监测终端,台,0.0,9800.0,0.0,
